TenantId,SourceSystem,TimeGenerated,Source,EventLog,Computer,EventLevel,EventLevelName,ParameterXml,EventData,EventID,RenderedDescription,AzureDeploymentID,Role,EventCategory,UserName,Message,MG,ManagementGroupName,Type,_ResourceId
39743c52-8e86-43b1-987e-cc5d848ecce7,OpsManager,2023-05-01T10:26:20.5971821Z,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,win10-2,4,Information,"<Param>Attack=None,Technique=None,Tactic=None,DS=Module: Module Load,Level=0,Desc=Powershell Not Loading AMSI.dll</Param><Param>2023-05-01 10:26:20.582</Param><Param>{D5540B43-93CA-644F-6B02-000000000700}</Param><Param>5364</Param><Param>C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Param><Param>C:\Windows\System32\amsi.dll</Param><Param>10.0.19041.2075 (WinBuild.160101.0800)</Param><Param>Anti-Malware Scan Interface</Param><Param>Microsoft® Windows® Operating System</Param><Param>Microsoft Corporation</Param><Param>amsi.dll</Param><Param>SHA1=B6A0B7755F49B1678F16550A14E7D6DB3840097A,MD5=31A4B9E4D7F90542E09F4A6393567CD7,SHA256=F45D7BD641694B1351B1F003B95586F5456F3BCC508CF8AE323DE95115557C07,IMPHASH=C414C6B76EBCEEF67B5B752A7E51D4D2</Param><Param>true</Param><Param>Microsoft Windows</Param><Param>Valid</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-05-01T10:26:20.5971821+00:00"" sourceHealthServiceId=""CF1209A0-2624-0566-5F2A-730DF513CC05""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">Attack=None,Technique=None,Tactic=None,DS=Module: Module Load,Level=0,Desc=Powershell Not Loading AMSI.dll</Data><Data Name=""UtcTime"">2023-05-01 10:26:20.582</Data><Data Name=""ProcessGuid"">{d5540b43-93ca-644f-6b02-000000000700}</Data><Data Name=""ProcessId"">5364</Data><Data Name=""Image"">C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Data><Data Name=""ImageLoaded"">C:\Windows\System32\amsi.dll</Data><Data Name=""FileVersion"">10.0.19041.2075 (WinBuild.160101.0800)</Data><Data Name=""Description"">Anti-Malware Scan Interface</Data><Data Name=""Product"">Microsoft® Windows® Operating System</Data><Data Name=""Company"">Microsoft Corporation</Data><Data Name=""OriginalFileName"">amsi.dll</Data><Data Name=""Hashes"">SHA1=B6A0B7755F49B1678F16550A14E7D6DB3840097A,MD5=31A4B9E4D7F90542E09F4A6393567CD7,SHA256=F45D7BD641694B1351B1F003B95586F5456F3BCC508CF8AE323DE95115557C07,IMPHASH=C414C6B76EBCEEF67B5B752A7E51D4D2</Data><Data Name=""Signed"">true</Data><Data Name=""Signature"">Microsoft Windows</Data><Data Name=""SignatureStatus"">Valid</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",7,"Image loaded: RuleName: Attack=None,Technique=None,Tactic=None,DS=Module: Module Load,Level=0,Desc=Powershell Not Loading AMSI.dll UtcTime: 2023-05-01 10:26:20.582 ProcessGuid: {D5540B43-93CA-644F-6B02-000000000700} ProcessId: 5364 Image: C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe ImageLoaded: C:\Windows\System32\amsi.dll FileVersion: 10.0.19041.2075 (WinBuild.160101.0800) Description: Anti-Malware Scan Interface Product: Microsoft® Windows® Operating System Company: Microsoft Corporation OriginalFileName: amsi.dll Hashes: SHA1=B6A0B7755F49B1678F16550A14E7D6DB3840097A,MD5=31A4B9E4D7F90542E09F4A6393567CD7,SHA256=F45D7BD641694B1351B1F003B95586F5456F3BCC508CF8AE323DE95115557C07,IMPHASH=C414C6B76EBCEEF67B5B752A7E51D4D2 Signed: true Signature: Microsoft Windows SignatureStatus: Valid User: NT AUTHORITY\SYSTEM ",,,7,NT AUTHORITY\SYSTEM,LCID;1033	Locale;ENU	Message;Image loaded:%nRuleName: %1!s!%nUtcTime: %2!s!%nProcessGuid: %3!s!%nProcessId: %4!s!%nImage: %5!s!%nImageLoaded: %6!s!%nFileVersion: %7!s!%nDescription: %8!s!%nProduct: %9!s!%nCompany: %10!s!%nOriginalFileName: %11!s!%nHashes: %12!s!%nSigned: %13!s!%nSignature: %14!s!%nSignatureStatus: %15!s!%nUser: %16!s! 	,00000000-0000-0000-0000-000000000001,AOI-39743c52-8e86-43b1-987e-cc5d848ecce7,Event,/subscriptions/9ecb8278-6c96-45d4-a456-c17f6976425f/resourcegroups/test_1/providers/microsoft.compute/virtualmachines/win10-2
39743c52-8e86-43b1-987e-cc5d848ecce7,OpsManager,2023-05-01T10:26:20.9659553Z,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,win10-2,4,Information,"<Param>Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Param><Param>CreateKey</Param><Param>2023-05-01 10:26:20.957</Param><Param>{D5540B43-93CA-644F-6B02-000000000700}</Param><Param>5364</Param><Param>C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Param><Param>HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-05-01T10:26:20.9659553+00:00"" sourceHealthServiceId=""CF1209A0-2624-0566-5F2A-730DF513CC05""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Data><Data Name=""EventType"">CreateKey</Data><Data Name=""UtcTime"">2023-05-01 10:26:20.957</Data><Data Name=""ProcessGuid"">{d5540b43-93ca-644f-6b02-000000000700}</Data><Data Name=""ProcessId"">5364</Data><Data Name=""Image"">C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Data><Data Name=""TargetObject"">HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",12,"Registry object added or deleted: RuleName: Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30 EventType: CreateKey UtcTime: 2023-05-01 10:26:20.957 ProcessGuid: {D5540B43-93CA-644F-6B02-000000000700} ProcessId: 5364 Image: C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe TargetObject: HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32 User: NT AUTHORITY\SYSTEM ",,,12,NT AUTHORITY\SYSTEM,LCID;1033	Locale;ENU	Message;Registry object added or deleted:%nRuleName: %1!s!%nEventType: %2!s!%nUtcTime: %3!s!%nProcessGuid: %4!s!%nProcessId: %5!s!%nImage: %6!s!%nTargetObject: %7!s!%nUser: %8!s! 	,00000000-0000-0000-0000-000000000001,AOI-39743c52-8e86-43b1-987e-cc5d848ecce7,Event,/subscriptions/9ecb8278-6c96-45d4-a456-c17f6976425f/resourcegroups/test_1/providers/microsoft.compute/virtualmachines/win10-2
39743c52-8e86-43b1-987e-cc5d848ecce7,OpsManager,2023-05-01T10:26:20.9668389Z,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,win10-2,4,Information,"<Param>Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Detected Modifications of File Tracing</Param><Param>SetValue</Param><Param>2023-05-01 10:26:20.957</Param><Param>{D5540B43-93CA-644F-6B02-000000000700}</Param><Param>5364</Param><Param>C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Param><Param>HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\EnableFileTracing</Param><Param>DWORD (0x00000000)</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-05-01T10:26:20.9668389+00:00"" sourceHealthServiceId=""CF1209A0-2624-0566-5F2A-730DF513CC05""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Detected Modifications of File Tracing</Data><Data Name=""EventType"">SetValue</Data><Data Name=""UtcTime"">2023-05-01 10:26:20.957</Data><Data Name=""ProcessGuid"">{d5540b43-93ca-644f-6b02-000000000700}</Data><Data Name=""ProcessId"">5364</Data><Data Name=""Image"">C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Data><Data Name=""TargetObject"">HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\EnableFileTracing</Data><Data Name=""Details"">DWORD (0x00000000)</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",13,"Registry value set: RuleName: Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Detected Modifications of File Tracing EventType: SetValue UtcTime: 2023-05-01 10:26:20.957 ProcessGuid: {D5540B43-93CA-644F-6B02-000000000700} ProcessId: 5364 Image: C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe TargetObject: HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\EnableFileTracing Details: DWORD (0x00000000) User: NT AUTHORITY\SYSTEM ",,,13,NT AUTHORITY\SYSTEM,LCID;1033	Locale;ENU	Message;Registry value set:%nRuleName: %1!s!%nEventType: %2!s!%nUtcTime: %3!s!%nProcessGuid: %4!s!%nProcessId: %5!s!%nImage: %6!s!%nTargetObject: %7!s!%nDetails: %8!s!%nUser: %9!s! 	,00000000-0000-0000-0000-000000000001,AOI-39743c52-8e86-43b1-987e-cc5d848ecce7,Event,/subscriptions/9ecb8278-6c96-45d4-a456-c17f6976425f/resourcegroups/test_1/providers/microsoft.compute/virtualmachines/win10-2
39743c52-8e86-43b1-987e-cc5d848ecce7,OpsManager,2023-05-01T10:26:20.9673294Z,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,win10-2,4,Information,"<Param>Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Param><Param>SetValue</Param><Param>2023-05-01 10:26:20.957</Param><Param>{D5540B43-93CA-644F-6B02-000000000700}</Param><Param>5364</Param><Param>C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Param><Param>HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\EnableAutoFileTracing</Param><Param>DWORD (0x00000000)</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-05-01T10:26:20.9673294+00:00"" sourceHealthServiceId=""CF1209A0-2624-0566-5F2A-730DF513CC05""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Data><Data Name=""EventType"">SetValue</Data><Data Name=""UtcTime"">2023-05-01 10:26:20.957</Data><Data Name=""ProcessGuid"">{d5540b43-93ca-644f-6b02-000000000700}</Data><Data Name=""ProcessId"">5364</Data><Data Name=""Image"">C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Data><Data Name=""TargetObject"">HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\EnableAutoFileTracing</Data><Data Name=""Details"">DWORD (0x00000000)</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",13,"Registry value set: RuleName: Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30 EventType: SetValue UtcTime: 2023-05-01 10:26:20.957 ProcessGuid: {D5540B43-93CA-644F-6B02-000000000700} ProcessId: 5364 Image: C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe TargetObject: HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\EnableAutoFileTracing Details: DWORD (0x00000000) User: NT AUTHORITY\SYSTEM ",,,13,NT AUTHORITY\SYSTEM,,00000000-0000-0000-0000-000000000001,AOI-39743c52-8e86-43b1-987e-cc5d848ecce7,Event,/subscriptions/9ecb8278-6c96-45d4-a456-c17f6976425f/resourcegroups/test_1/providers/microsoft.compute/virtualmachines/win10-2
39743c52-8e86-43b1-987e-cc5d848ecce7,OpsManager,2023-05-01T10:26:20.9677078Z,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,win10-2,4,Information,"<Param>Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Detected Modifications of Console Tracing</Param><Param>SetValue</Param><Param>2023-05-01 10:26:20.957</Param><Param>{D5540B43-93CA-644F-6B02-000000000700}</Param><Param>5364</Param><Param>C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Param><Param>HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\EnableConsoleTracing</Param><Param>DWORD (0x00000000)</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-05-01T10:26:20.9677078+00:00"" sourceHealthServiceId=""CF1209A0-2624-0566-5F2A-730DF513CC05""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Detected Modifications of Console Tracing</Data><Data Name=""EventType"">SetValue</Data><Data Name=""UtcTime"">2023-05-01 10:26:20.957</Data><Data Name=""ProcessGuid"">{d5540b43-93ca-644f-6b02-000000000700}</Data><Data Name=""ProcessId"">5364</Data><Data Name=""Image"">C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Data><Data Name=""TargetObject"">HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\EnableConsoleTracing</Data><Data Name=""Details"">DWORD (0x00000000)</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",13,"Registry value set: RuleName: Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Detected Modifications of Console Tracing EventType: SetValue UtcTime: 2023-05-01 10:26:20.957 ProcessGuid: {D5540B43-93CA-644F-6B02-000000000700} ProcessId: 5364 Image: C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe TargetObject: HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\EnableConsoleTracing Details: DWORD (0x00000000) User: NT AUTHORITY\SYSTEM ",,,13,NT AUTHORITY\SYSTEM,,00000000-0000-0000-0000-000000000001,AOI-39743c52-8e86-43b1-987e-cc5d848ecce7,Event,/subscriptions/9ecb8278-6c96-45d4-a456-c17f6976425f/resourcegroups/test_1/providers/microsoft.compute/virtualmachines/win10-2
39743c52-8e86-43b1-987e-cc5d848ecce7,OpsManager,2023-05-01T10:26:20.9681539Z,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,win10-2,4,Information,"<Param>Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Param><Param>SetValue</Param><Param>2023-05-01 10:26:20.957</Param><Param>{D5540B43-93CA-644F-6B02-000000000700}</Param><Param>5364</Param><Param>C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Param><Param>HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\FileTracingMask</Param><Param>DWORD (0xffff0000)</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-05-01T10:26:20.9681539+00:00"" sourceHealthServiceId=""CF1209A0-2624-0566-5F2A-730DF513CC05""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Data><Data Name=""EventType"">SetValue</Data><Data Name=""UtcTime"">2023-05-01 10:26:20.957</Data><Data Name=""ProcessGuid"">{d5540b43-93ca-644f-6b02-000000000700}</Data><Data Name=""ProcessId"">5364</Data><Data Name=""Image"">C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Data><Data Name=""TargetObject"">HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\FileTracingMask</Data><Data Name=""Details"">DWORD (0xffff0000)</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",13,"Registry value set: RuleName: Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30 EventType: SetValue UtcTime: 2023-05-01 10:26:20.957 ProcessGuid: {D5540B43-93CA-644F-6B02-000000000700} ProcessId: 5364 Image: C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe TargetObject: HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\FileTracingMask Details: DWORD (0xffff0000) User: NT AUTHORITY\SYSTEM ",,,13,NT AUTHORITY\SYSTEM,,00000000-0000-0000-0000-000000000001,AOI-39743c52-8e86-43b1-987e-cc5d848ecce7,Event,/subscriptions/9ecb8278-6c96-45d4-a456-c17f6976425f/resourcegroups/test_1/providers/microsoft.compute/virtualmachines/win10-2
39743c52-8e86-43b1-987e-cc5d848ecce7,OpsManager,2023-05-01T10:26:20.9686041Z,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,win10-2,4,Information,"<Param>Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Param><Param>SetValue</Param><Param>2023-05-01 10:26:20.957</Param><Param>{D5540B43-93CA-644F-6B02-000000000700}</Param><Param>5364</Param><Param>C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Param><Param>HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\ConsoleTracingMask</Param><Param>DWORD (0xffff0000)</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-05-01T10:26:20.9686041+00:00"" sourceHealthServiceId=""CF1209A0-2624-0566-5F2A-730DF513CC05""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Data><Data Name=""EventType"">SetValue</Data><Data Name=""UtcTime"">2023-05-01 10:26:20.957</Data><Data Name=""ProcessGuid"">{d5540b43-93ca-644f-6b02-000000000700}</Data><Data Name=""ProcessId"">5364</Data><Data Name=""Image"">C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Data><Data Name=""TargetObject"">HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\ConsoleTracingMask</Data><Data Name=""Details"">DWORD (0xffff0000)</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",13,"Registry value set: RuleName: Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30 EventType: SetValue UtcTime: 2023-05-01 10:26:20.957 ProcessGuid: {D5540B43-93CA-644F-6B02-000000000700} ProcessId: 5364 Image: C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe TargetObject: HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\ConsoleTracingMask Details: DWORD (0xffff0000) User: NT AUTHORITY\SYSTEM ",,,13,NT AUTHORITY\SYSTEM,,00000000-0000-0000-0000-000000000001,AOI-39743c52-8e86-43b1-987e-cc5d848ecce7,Event,/subscriptions/9ecb8278-6c96-45d4-a456-c17f6976425f/resourcegroups/test_1/providers/microsoft.compute/virtualmachines/win10-2
39743c52-8e86-43b1-987e-cc5d848ecce7,OpsManager,2023-05-01T10:26:20.9689063Z,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,win10-2,4,Information,"<Param>Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Param><Param>SetValue</Param><Param>2023-05-01 10:26:20.957</Param><Param>{D5540B43-93CA-644F-6B02-000000000700}</Param><Param>5364</Param><Param>C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Param><Param>HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\MaxFileSize</Param><Param>DWORD (0x00100000)</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-05-01T10:26:20.9689063+00:00"" sourceHealthServiceId=""CF1209A0-2624-0566-5F2A-730DF513CC05""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Data><Data Name=""EventType"">SetValue</Data><Data Name=""UtcTime"">2023-05-01 10:26:20.957</Data><Data Name=""ProcessGuid"">{d5540b43-93ca-644f-6b02-000000000700}</Data><Data Name=""ProcessId"">5364</Data><Data Name=""Image"">C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Data><Data Name=""TargetObject"">HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\MaxFileSize</Data><Data Name=""Details"">DWORD (0x00100000)</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",13,"Registry value set: RuleName: Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30 EventType: SetValue UtcTime: 2023-05-01 10:26:20.957 ProcessGuid: {D5540B43-93CA-644F-6B02-000000000700} ProcessId: 5364 Image: C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe TargetObject: HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\MaxFileSize Details: DWORD (0x00100000) User: NT AUTHORITY\SYSTEM ",,,13,NT AUTHORITY\SYSTEM,,00000000-0000-0000-0000-000000000001,AOI-39743c52-8e86-43b1-987e-cc5d848ecce7,Event,/subscriptions/9ecb8278-6c96-45d4-a456-c17f6976425f/resourcegroups/test_1/providers/microsoft.compute/virtualmachines/win10-2
39743c52-8e86-43b1-987e-cc5d848ecce7,OpsManager,2023-05-01T10:26:20.9692055Z,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,win10-2,4,Information,"<Param>Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Param><Param>SetValue</Param><Param>2023-05-01 10:26:20.957</Param><Param>{D5540B43-93CA-644F-6B02-000000000700}</Param><Param>5364</Param><Param>C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Param><Param>HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\FileDirectory</Param><Param>%%windir%%\tracing</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-05-01T10:26:20.9692055+00:00"" sourceHealthServiceId=""CF1209A0-2624-0566-5F2A-730DF513CC05""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Data><Data Name=""EventType"">SetValue</Data><Data Name=""UtcTime"">2023-05-01 10:26:20.957</Data><Data Name=""ProcessGuid"">{d5540b43-93ca-644f-6b02-000000000700}</Data><Data Name=""ProcessId"">5364</Data><Data Name=""Image"">C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Data><Data Name=""TargetObject"">HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\FileDirectory</Data><Data Name=""Details"">%%windir%%\tracing</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",13,"Registry value set: RuleName: Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30 EventType: SetValue UtcTime: 2023-05-01 10:26:20.957 ProcessGuid: {D5540B43-93CA-644F-6B02-000000000700} ProcessId: 5364 Image: C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe TargetObject: HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASAPI32\FileDirectory Details: %%windir%%\tracing User: NT AUTHORITY\SYSTEM ",,,13,NT AUTHORITY\SYSTEM,,00000000-0000-0000-0000-000000000001,AOI-39743c52-8e86-43b1-987e-cc5d848ecce7,Event,/subscriptions/9ecb8278-6c96-45d4-a456-c17f6976425f/resourcegroups/test_1/providers/microsoft.compute/virtualmachines/win10-2
39743c52-8e86-43b1-987e-cc5d848ecce7,OpsManager,2023-05-01T10:26:20.9849611Z,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,win10-2,4,Information,"<Param>Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Param><Param>CreateKey</Param><Param>2023-05-01 10:26:20.972</Param><Param>{D5540B43-93CA-644F-6B02-000000000700}</Param><Param>5364</Param><Param>C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Param><Param>HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASMANCS</Param><Param>NT AUTHORITY\SYSTEM</Param>","<DataItem type=""System.XmlData"" time=""2023-05-01T10:26:20.9849611+00:00"" sourceHealthServiceId=""CF1209A0-2624-0566-5F2A-730DF513CC05""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""RuleName"">Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30</Data><Data Name=""EventType"">CreateKey</Data><Data Name=""UtcTime"">2023-05-01 10:26:20.972</Data><Data Name=""ProcessGuid"">{d5540b43-93ca-644f-6b02-000000000700}</Data><Data Name=""ProcessId"">5364</Data><Data Name=""Image"">C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe</Data><Data Name=""TargetObject"">HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASMANCS</Data><Data Name=""User"">NT AUTHORITY\SYSTEM</Data></EventData></DataItem>",12,"Registry object added or deleted: RuleName: Attack=None,Technique=None,Tactic=None,DS=Windows Registry: Windows Registry Key Modification,Level=0,Desc=Process Tracing Modifications,,Risk=30 EventType: CreateKey UtcTime: 2023-05-01 10:26:20.972 ProcessGuid: {D5540B43-93CA-644F-6B02-000000000700} ProcessId: 5364 Image: C:\Program Files\Microsoft Monitoring Agent\Agent\MonitoringHost.exe TargetObject: HKLM\SOFTWARE\Microsoft\Tracing\MonitoringHost_RASMANCS User: NT AUTHORITY\SYSTEM ",,,12,NT AUTHORITY\SYSTEM,,00000000-0000-0000-0000-000000000001,AOI-39743c52-8e86-43b1-987e-cc5d848ecce7,Event,/subscriptions/9ecb8278-6c96-45d4-a456-c17f6976425f/resourcegroups/test_1/providers/microsoft.compute/virtualmachines/win10-2
